EPIC201270464,EPIC 201270464,1402338125,179,170.133484,-2.898169,1.57771549,0.00875,9.116,EPIC 201270464
EPIC201291843,EPIC 201291843,1402769763,97,178.420837,-2.571776,40.70206194,0.00536,14.434,EPIC 201291843
EPIC201345483,EPIC 201345483,1401729318,103,169.632874,-1.77413,1.7292591,0.0237,15.78,EPIC 201345483
EPIC201407812,EPIC 201407812,1401826723,407,174.044144,-0.840699,2.8268121,0.141,11.966,EPIC 201407812
EPIC201488365,EPIC 201488365,1401802834,443,168.187897,0.348009,3.3643115,0.352,8.455,EPIC 201488365
EPIC201505350,EPIC 201505350,1401910333,198,174.960312,0.603575,7.9194979,0.00665,13.002,EPIC 201505350
EPIC201505350,EPIC 201505350,1403278658,204,174.960312,0.603575,7.91952314,0.00667,13.002,EPIC 201505350
EPIC201534540,EPIC 201534540,1402005621,215,171.651169,1.055233,2.72273204,0.01494,8.163,EPIC 201534540
EPIC201569483,EPIC 201569483,1401905617,154,167.171295,1.577513,5.7968861,0.0943,12.329,EPIC 201569483
EPIC201596733,EPIC 201596733,1402053047,112,170.679092,1.993276,2.89607106,0.00383,15.143,EPIC 201596733
EPIC201635569,EPIC 201635569,1401744485,151,178.057022,2.594245,8.3688168,0.0118,16.31,EPIC 201635569
EPIC201637175,EPIC 201637175,1401653617,43,169.482819,2.61907,0.38107852,0.00558,15.597,EPIC 201637175
EPIC201649426,EPIC 201649426,1402598815,188,177.234268,2.807619,27.770388,0.106,13.529,EPIC 201649426
EPIC201683540,EPIC 201683540,1401809612,79,169.214966,3.363874,1.9611469,0.00727,15.534,EPIC 201683540
EPIC201705526,EPIC 201705526,1403473168,271,172.385803,3.732106,18.10220826,0.0078,9.9,EPIC 201705526
EPIC201779067,EPIC 201779067,1402495810,404,168.542694,4.988131,27.27048734,0.03413,11.505,EPIC 201779067
EPIC201779067,EPIC 201779067,1402498656,393,168.542694,4.988131,27.242912,0.037,11.505,EPIC 201779067
EPIC201862715,EPIC 201862715,1402331231,181,175.908386,6.563726,2.65662719,0.01459,10.72,EPIC 201862715
EPIC201862715,EPIC 201862715,1401644635,155,175.908386,6.563726,2.6556852,0.0149,10.72,EPIC 201862715
EPIC201912552,EPIC 201912552,1403879828,178,172.560455,7.588391,32.947328,0.00311,13.496,EPIC 201912552
EPIC201912552,EPIC 201912552,1403879137,226,172.560455,7.588391,32.92801934,0.00354,13.496,EPIC 201912552
EPIC202634963,EPIC 202634963,1411131006,216,242.897903,-28.934635,28.707623,0.0357,12.246,EPIC 202634963
EPIC202688980,EPIC 202688980,1409104917,150,244.220779,-28.730322,1.4556637,0.02958,12.677,EPIC 202688980
EPIC202843107,EPIC 202843107,1409084874,409,245.547791,-28.161823,2.1989041,0.324,12.099,EPIC 202843107
EPIC203294831,EPIC 203294831,1409168524,192,239.879211,-26.604366,1.85872487,0.04143,11.828,EPIC 203294831
EPIC203294831,EPIC 203294831,1409007312,201,239.879211,-26.604366,1.8590179,0.0444,11.828,EPIC 203294831
EPIC203753577,EPIC 203753577,1408972000,137,252.861847,-25.053404,3.4007758,0.00331,11.2,EPIC 203753577
EPIC203771098,EPIC 203771098,1410737958,401,242.573715,-24.990332,42.363493,0.0044,11.275,EPIC 203771098
EPIC203867512,EPIC 203867512,1410988813,457,253.247314,-24.626259,28.465633,0.0309,12.057,EPIC 203867512
EPIC203942067,EPIC 203942067,1409007953,243,243.824478,-24.319227,1.6398934,0.146,12.344,EPIC 203942067
EPIC204057095,EPIC 204057095,1410573683,123,242.753174,-23.840353,23.210585,0.00419,11.79,EPIC 204057095
EPIC204129699,EPIC 204129699,1408953935,56,245.44075,-23.547865,1.2578493,0.00629,10.803,EPIC 204129699
EPIC204129699,EPIC 204129699,1409062734,55,245.44075,-23.547865,1.2578332,0.00716,10.803,EPIC 204129699
EPIC204312847,EPIC 204312847,1409933340,452,250.413696,-22.828453,24.193613,0.106,11.429,EPIC 204312847
EPIC204576757,EPIC 204576757,1409226340,285,247.157608,-21.767506,23.277669,0.198,14.062,EPIC 204576757
EPIC204649811,EPIC 204649811,1409179028,161,244.820694,-21.460026,2.64594828,0.01124,12.297,EPIC 204649811
EPIC204649811,EPIC 204649811,1408951094,163,244.820694,-21.460026,2.6454165,0.012,12.297,EPIC 204649811
EPIC204658292,EPIC 204658292,1410395608,177,243.706879,-21.42363,20.98296043,0.00338,14.921,EPIC 204658292
EPIC204763194,EPIC 204763194,1409224449,159,239.941864,-20.969925,2.32046168,0.00538,10.015,EPIC 204763194
EPIC205050711,EPIC 205050711,1409322582,452,252.66362,-19.643932,4.30221683,0.02613,10.818,EPIC 205050711
EPIC205064326,EPIC 205064326,1409104271,258,251.888428,-19.579313,8.0241306,0.00488,13.379,EPIC 205064326
EPIC205064326,EPIC 205064326,1409103528,252,251.888428,-19.579313,8.02678456,0.00472,13.379,EPIC 205064326
EPIC205071984,EPIC 205071984,1409473667,214,252.426086,-19.542822,8.9919156,0.00375,12.307,EPIC 205071984
EPIC205071984,EPIC 205071984,1409476001,165,252.426086,-19.542822,8.99002105,0.00344,12.307,EPIC 205071984
EPIC205145448,EPIC 205145448,1409591852,135,248.448639,-19.17779,16.63091654,0.04087,14.289,EPIC 205145448
EPIC205145448,EPIC 205145448,1409591707,141,248.448639,-19.17779,16.63237,0.0433,14.289,EPIC 205145448
EPIC205148699,EPIC 205148699,1409088979,282,253.160477,-19.16165,4.37983009,0.0343,12.621,EPIC 205148699
EPIC205148699,EPIC 205148699,1409090371,278,253.160477,-19.16165,4.3772986,0.0384,12.621,EPIC 205148699
EPIC205463986,EPIC 205463986,1409039698,242,241.527634,-17.417355,2.3240489,0.154,11.134,EPIC 205463986
EPIC205686202,EPIC 205686202,1409146254,235,246.643036,-15.792386,13.156974,0.00778,14.465,EPIC 205686202
EPIC205924614,EPIC 205924614,1416357868,124,333.751923,-17.250708,2.8492818,0.00389,13.546,EPIC 205924614
EPIC205924614,EPIC 205924614,1416603677,125,333.751923,-17.250708,2.84947127,0.00372,13.546,EPIC 205924614
EPIC205996447,EPIC 205996447,1416316349,119,339.726624,-14.925673,0.80032756,0.104,15.733,EPIC 205996447
EPIC206038483,EPIC 206038483,1416484280,196,338.606171,-13.731702,3.00234671,0.0044,12.789,EPIC 206038483
